Quantify Compound Summary Report 

Printed Wed Oct 16 10:34:44 2024

Compound 1:  IS_LPC_17:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
44	44	EC72_Lipidomics_000138	0.000	7.42	460.133		460.133	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	7.42	399.500		399.500	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	7.42	403.928		403.928	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	7.43	176.655		176.655	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	7.43	376.686		376.686	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	7.41	264.221		264.221	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	7.42	1078.512		1078.512	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	7.43	1359.215		1359.215	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	7.40	787.571		787.571	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	7.43	335.558		335.558	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	7.40	362.967		362.967	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	7.41	504.376		504.376	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	7.44	695.216		695.216	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	7.41	161.655		161.655	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	7.42	208.114		208.114	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	7.41	212.635		212.635	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	7.41	224.695		224.695	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	7.41	192.863		192.863	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	7.45	2.201		2.201	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	7.60	0.741		0.741	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	7.64	0.746		0.746	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	7.45	1.282		1.282	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	7.53	0.469		0.469	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	7.47	0.707		0.707	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000						Solvent
40	40	EC72_Lipidomics_000134	0.000	7.43	1.142		1.142	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	7.26	0.751		0.751	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	7.52	1.572		1.572	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	7.32	0.431		0.431	bb	Solvent

Compound 81:  SM 25:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	9.52	4.867		4.867	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	9.51	17.896		17.896	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	9.46	27.735		27.735	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	9.50	16.139		16.139	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	9.47	5.720		5.720	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	9.49	5.636		5.636	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	9.50	19.074		19.074	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	9.50	18.771		18.771	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	9.47	11.845		11.845	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	9.53	8.122		8.122	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	9.50	16.161		16.161	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	9.46	2.570		2.570	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	9.49	151.721		151.721	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	9.47	2.347		2.347	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	9.48	7.607		7.607	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	9.47	10.630		10.630	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	9.62	4.095		4.095	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	9.48	4.526		4.526	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	9.48	3.069		3.069	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	9.48	27.232		27.232	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	9.53	6.309		6.309	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	9.50	5.109		5.109	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	9.51	21.075		21.075	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	9.51	29.863		29.863	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	9.49	16.045		16.045	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	9.52	23.418		23.418	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	9.47	5.387		5.387	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	9.52	25.190		25.190	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	9.55	15.315		15.315	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	9.48	33.365		33.365	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	9.47	5.459		5.459	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	9.51	4.806		4.806	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	9.51	12.529		12.529	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	9.49	13.840		13.840	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	9.51	8.310		8.310	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	9.52	10.188		10.188	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	9.72	0.078		0.078	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	9.48	17.076		17.076	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	9.50	11.014		11.014	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	9.56	12.134		12.134	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	9.41	0.252		0.252	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	9.47	4.983		4.983	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	9.46	39.052		39.052	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	9.54	22.071		22.071	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	9.47	11.777		11.777	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	9.54	5.406		5.406	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	9.47	11.913		11.913	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	9.45	20.625		20.625	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	9.53	19.906		19.906	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	9.56	6.834		6.834	bb	Solvent

Compound 82:  SM 32:1

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	9.34	16.964		16.964	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	9.34	6.574		6.574	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	9.33	1.994		1.994	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	9.25	9.902		9.902	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	9.38	16.467		16.467	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	9.35	5.601		5.601	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	9.45	3.228		3.228	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	9.28	11.841		11.841	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	9.31	14.655		14.655	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	9.33	14.701		14.701	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	9.34	4.617		4.617	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	9.44	3.758		3.758	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	9.28	1.151		1.151	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	9.36	25.493		25.493	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	9.24	17.814		17.814	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	9.34	18.492		18.492	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	9.33	41.281		41.281	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	9.33	21.471		21.471	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	9.36	10.241		10.241	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	9.32	13.767		13.767	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	9.32	12.191		12.191	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	9.34	5.991		5.991	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	9.35	8.196		8.196	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	9.27	8.154		8.154	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	9.33	16.165		16.165	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	9.36	2.918		2.918	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	9.34	13.003		13.003	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	9.40	2.945		2.945	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	9.35	4.771		4.771	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	9.35	4.345		4.345	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	9.36	16.637		16.637	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	9.37	19.420		19.420	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	9.34	13.964		13.964	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	9.36	7.072		7.072	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	9.34	6.068		6.068	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	9.36	16.759		16.759	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	9.35	4.288		4.288	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	9.38	23.098		23.098	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	9.36	2.981		2.981	bb	Pool
2	2	EC72_Lipidomics_000096	0.000						Solvent
10	10	EC72_Lipidomics_000104	0.000	9.23	0.247		0.247	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	9.32	1.765		1.765	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	9.28	0.319		0.319	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	9.17	1.471		1.471	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	9.46	0.331		0.331	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	9.13	0.957		0.957	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	9.38	0.847		0.847	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	9.37	1.928		1.928	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000						Solvent
50	50	EC72_Lipidomics_000144	0.000	9.52	0.723		0.723	bb	Solvent

Compound 83:  TG 44:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	9.11	77.942		77.942	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	9.11	84.856		84.856	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	9.09	69.767		69.767	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	9.12	79.423		79.423	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	9.10	71.601		71.601	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	9.11	70.666		70.666	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	9.12	47.971		47.971	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	9.11	61.142		61.142	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	9.11	77.930		77.930	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	9.12	83.556		83.556	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	9.12	63.526		63.526	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	9.11	64.525		64.525	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	9.11	53.942		53.942	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	9.12	59.988		59.988	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	9.12	58.055		58.055	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	9.12	72.893		72.893	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	9.11	74.035		74.035	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	9.11	78.167		78.167	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	9.13	67.355		67.355	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	9.30	3.407		3.407	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	9.11	55.708		55.708	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	9.11	64.827		64.827	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	9.13	57.638		57.638	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	9.12	74.881		74.881	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	9.11	68.870		68.870	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	9.12	63.376		63.376	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	9.12	71.575		71.575	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	9.08	67.866		67.866	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	9.11	80.239		80.239	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	9.10	157.855		157.855	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	9.11	52.243		52.243	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	9.11	53.396		53.396	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	9.11	62.972		62.972	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	9.13	55.273		55.273	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	9.11	62.111		62.111	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	9.12	69.989		69.989	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	9.11	50.495		50.495	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	9.12	58.209		58.209	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	9.11	60.583		60.583	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	9.12	69.224		69.224	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	9.07	60.307		60.307	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	9.12	98.360		98.360	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	9.11	85.587		85.587	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	9.11	30.001		30.001	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	9.11	79.240		79.240	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	9.11	45.491		45.491	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	9.11	68.546		68.546	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	9.11	97.607		97.607	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	9.11	97.403		97.403	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	9.12	58.315		58.315	bb	Solvent

Compound 84:  TG 46:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	9.32	308.972		308.972	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	9.32	253.979		253.979	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	9.30	355.132		355.132	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	9.32	275.659		275.659	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	9.31	321.766		321.766	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	9.32	221.003		221.003	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	9.32	267.878		267.878	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	9.32	235.024		235.024	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	9.31	276.641		276.641	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	9.32	301.095		301.095	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	9.32	247.833		247.833	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	9.32	219.740		219.740	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	9.47	32.214		32.214	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	9.32	246.036		246.036	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	9.32	245.907		245.907	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	9.32	240.667		240.667	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	9.32	198.837		198.837	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	9.32	245.850		245.850	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	9.35	239.468		239.468	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	9.31	237.906		237.906	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	9.31	219.765		219.765	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	9.32	252.285		252.285	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	9.32	284.641		284.641	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	9.32	230.922		230.922	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	9.32	244.108		244.108	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	9.33	250.738		250.738	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	9.32	262.208		262.208	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	9.32	211.422		211.422	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	9.32	224.878		224.878	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	9.30	427.465		427.465	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	9.33	248.405		248.405	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	9.31	231.376		231.376	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	9.32	236.668		236.668	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	9.33	156.916		156.916	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	9.32	192.435		192.435	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	9.32	208.775		208.775	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	9.31	179.338		179.338	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	9.32	222.595		222.595	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	9.32	188.316		188.316	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	9.32	183.851		183.851	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	9.31	226.376		226.376	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	9.32	225.888		225.888	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	9.31	182.663		182.663	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	9.31	153.924		153.924	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	9.30	204.214		204.214	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	9.30	212.875		212.875	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	9.32	202.969		202.969	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	9.31	173.562		173.562	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	9.32	257.657		257.657	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	9.32	179.990		179.990	bb	Solvent

Compound 85:  TG 46:1

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	9.15	35.620		35.620	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	9.14	38.846		38.846	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	9.14	54.058		54.058	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	9.14	51.047		51.047	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	9.14	53.752		53.752	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	9.15	46.781		46.781	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	9.14	34.672		34.672	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	9.14	25.427		25.427	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	9.15	43.549		43.549	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	9.15	52.972		52.972	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	9.14	44.296		44.296	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	9.14	80.585		80.585	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	9.14	32.933		32.933	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	9.14	33.177		33.177	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	9.15	35.143		35.143	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	9.14	75.858		75.858	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	9.15	42.975		42.975	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	9.14	35.036		35.036	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	9.17	52.274		52.274	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	9.14	27.478		27.478	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	9.14	34.446		34.446	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	9.15	63.941		63.941	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	9.15	55.896		55.896	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	9.14	83.038		83.038	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	9.14	31.297		31.297	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	9.16	33.004		33.004	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	9.13	48.677		48.677	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	9.14	36.828		36.828	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	9.15	33.257		33.257	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	9.14	76.572		76.572	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	9.15	44.102		44.102	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	9.14	57.985		57.985	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	9.14	47.718		47.718	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	9.15	31.228		31.228	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	9.14	41.038		41.038	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	9.15	29.953		29.953	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	9.14	41.282		41.282	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	9.14	40.850		40.850	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	9.14	45.497		45.497	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	9.15	28.114		28.114	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	9.16	42.936		42.936	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	9.13	32.844		32.844	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	9.14	32.551		32.551	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	9.12	36.838		36.838	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	9.15	31.474		31.474	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	9.15	23.552		23.552	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	9.16	23.596		23.596	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	9.13	31.882		31.882	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	9.15	41.848		41.848	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	9.15	24.831		24.831	bb	Solvent

Compound 86:  TG 48:0 NH4

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	9.50	593.080		593.080	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	9.50	480.847		480.847	bb	POS_072-127_0 然_0
