From	To
P82921	ENSG00000266472.6
Q9Y383	ENSG00000146963.18
Q9P258	ENSG00000179051.14
Q9P258	ENSG00000281540.3
Q86WB0	ENSG00000091732.18
Q15047	ENSG00000143379.13
Q6Y7W6	ENSG00000204120.16
Q9NUG6	ENSG00000088356.6
Q9BVC6	ENSG00000110108.10
P60468	ENSG00000106803.10
O60783	ENSG00000120333.4
Q9UQB8	ENSG00000175866.16
Q9NQG5	ENSG00000101413.12
O95817	ENSG00000151929.10
A0A0B4J2F0	ENSG00000225973.4
Q9UMX5	ENSG00000117691.10
F8W022	ENSG00000135404.12
A0A0A0MR39	ENSG00000104177.20
A0A6I8PIV1	ENSG00000133706.20
Q99877	ENSG00000233822.6
Q12983	ENSG00000176171.12
P40222	ENSG00000084652.16
Q96S97	ENSG00000179820.16
A0A7I2V629	ENSG00000138398.17
Q86UY8	ENSG00000111696.12
P31942	ENSG00000096746.18
Q96HY7	ENSG00000181192.12
F8VV56	ENSG00000135404.12
P55010	ENSG00000100664.11
A0A0A0MRJ7	ENSG00000198734.12
G3XAM2	ENSG00000205403.15
G3V2M5	ENSG00000119616.11
Q9HBW9	ENSG00000162618.15
Q9Y314	ENSG00000142546.14
Q9H4B7	ENSG00000101162.4
P51956	ENSG00000136098.18
H0YA68	ENSG00000013288.9
Q14393	ENSG00000183087.15
P42166	ENSG00000120802.14
P08559	ENSG00000131828.14
X6R4W8	ENSG00000010244.19
A6NG10	ENSG00000132471.12
O00159	ENSG00000197879.17
Q9HAB8	ENSG00000127125.9
O43896	ENSG00000129250.12
Q24JP5	ENSG00000006118.15
P84101	ENSG00000140264.22
Q96L35	ENSG00000196411.10
Q9Y6M5	ENSG00000170385.10
P19634	ENSG00000090020.11
G3V5Z7	ENSG00000100902.11
Q969G3	ENSG00000073584.20
A0A0S2Z5C6	ENSG00000254685.8
O75818	ENSG00000124787.14
P00750	ENSG00000104368.19
Q9BXP2	ENSG00000146828.18
P50148	ENSG00000156052.11
Q9Y2R0	ENSG00000183978.8
A5A3E0	ENSG00000196604.13
E9PRF4	ENSG00000143379.13
P05452	ENSG00000163815.6
O43447	ENSG00000171960.12
P13646	ENSG00000171401.15
P10586	ENSG00000142949.17
P24844	ENSG00000101335.10
A0A0U1RQR6	ENSG00000115310.19
O60568	ENSG00000106397.12
Q9UHV9	ENSG00000143256.5
E7EQ34	ENSG00000262633.2
Q86VS8	ENSG00000168172.9
P60520	ENSG00000034713.8
Q7Z6B7	ENSG00000196935.10
A0A6I8PTZ8	ENSG00000092847.14
A0A7I2YQR5	ENSG00000168610.17
Q92616	ENSG00000089154.11
Q9Y6N5	ENSG00000137767.14
A0A804HJW5	ENSG00000131844.17
P48735	ENSG00000182054.10
P78417	ENSG00000148834.13
O75348	ENSG00000136888.8
Q13459	ENSG00000099331.14
Q9UBS8	ENSG00000013561.18
P04818	ENSG00000176890.16
P46778	ENSG00000122026.11
H0Y360	ENSG00000116337.20
P11172	ENSG00000114491.14
Q99436	ENSG00000136930.13
I3L4I4	ENSG00000141198.16
P17096	ENSG00000137309.21
O76054	ENSG00000100003.18
Q9UGQ3	ENSG00000160326.14
Q9UGQ3	ENSG00000281165.3
Q96KR6	ENSG00000124098.10
Q15942	ENSG00000159840.16
Q15942	ENSG00000285443.2
C9JQ48	ENSG00000156639.12
P61106	ENSG00000119396.12
A0A087WVZ6	ENSG00000101040.20
P02768	ENSG00000163631.19
O14818	ENSG00000101182.15
Q66K74	ENSG00000130479.11
Q9NR09	ENSG00000115760.16
O43159	ENSG00000132275.11
H0YGS7	ENSG00000141569.12
A0A3B3IUB1	ENSG00000145191.15
A0A0U1RRJ0	ENSG00000021645.20
O75431	ENSG00000128654.14
Q14624	ENSG00000055955.17
O75569	ENSG00000180228.14
Q8WW12	ENSG00000081154.12
P46781	ENSG00000170889.14
P46781	ENSG00000278270.4
P46781	ENSG00000278081.3
P46781	ENSG00000274950.4
P46781	ENSG00000274646.4
P46781	ENSG00000277359.3
P46781	ENSG00000274626.3
P46781	ENSG00000274005.3
P46781	ENSG00000275323.3
P46781	ENSG00000277079.3
P17612	ENSG00000072062.16
P17612	ENSG00000288516.1
O75323	ENSG00000146729.10
P55011	ENSG00000064651.14
A0A3F2YNW8	ENSG00000150995.21
P62487	ENSG00000168002.12
P27348	ENSG00000134308.14
Q8IYM9	ENSG00000132274.17
O75027	ENSG00000131269.19
A0A087WWP8	ENSG00000081019.14
P46459	ENSG00000073969.19
P46459	ENSG00000278174.3
P46459	ENSG00000276262.2
Q9UHY7	ENSG00000145293.17
Q9BZX2	ENSG00000143179.16
P20042	ENSG00000125977.7
Q8NBI6	ENSG00000173950.16
P08238	ENSG00000096384.20
A1A4S6	ENSG00000071205.12
A6NLH6	ENSG00000143771.12
A0A1W2PNZ7	ENSG00000225691.7
S4R329	ENSG00000128463.13
K7EK56	ENSG00000119559.17
Q9H6X2	ENSG00000169604.21
Q86U28	ENSG00000165898.14
P30044	ENSG00000126432.14
P78362	ENSG00000135250.17
Q9BRJ7	ENSG00000168101.15
E9PG22	ENSG00000182504.12
A9Z1X7	ENSG00000133226.19
Q01469	ENSG00000164687.11
P01008	ENSG00000117601.15
H7BZJ3	ENSG00000167004.14
Q9NR45	ENSG00000095380.11
Q7L1Q6	ENSG00000082153.18
Q92917	ENSG00000068394.11
Q92917	ENSG00000292204.1
O14530	ENSG00000115514.12
P49796	ENSG00000138835.24
A0A7I2V646	ENSG00000183735.11
P61758	ENSG00000155959.12
P12268	ENSG00000178035.13
O43414	ENSG00000117419.16
Q9BT73	ENSG00000157778.9
Q5STZ8	ENSG00000204574.14
Q10469	ENSG00000168282.6
C9JYY6	ENSG00000091129.22
P55085	ENSG00000164251.5
O60346	ENSG00000081913.14
O75822	ENSG00000104131.13
Q9BQE3	ENSG00000167553.17
Q9UFW8	ENSG00000163320.12
O00311	ENSG00000097046.13
D6RIZ4	ENSG00000109736.15
I3NI02	ENSG00000108433.17
H0YB34	ENSG00000132541.11
A0A096LPJ4	ENSG00000187608.10
O60353	ENSG00000164930.12
F8W1E0	ENSG00000089159.17
A0A7I2RJN6	ENSG00000147044.23
P33316	ENSG00000128951.14
Q9UGJ1	ENSG00000137822.13
E9PS17	ENSG00000142186.18
O14802	ENSG00000148606.15
Q8NI08	ENSG00000111912.20
P78383	ENSG00000121073.15
P35613	ENSG00000172270.22
P00846	ENSG00000198899.2
Q5RGS4	ENSG00000107679.15
Q15427	ENSG00000143368.10
Q5TCS8	ENSG00000155085.16
Q96EL3	ENSG00000204822.7
H7BYF2	ENSG00000139496.18
D6RF35	ENSG00000145321.13
A0A7P0TAH5	ENSG00000184014.9
Q14185	ENSG00000150760.13
A0A7I2V539	ENSG00000136448.13
A0A2R8Y5A3	ENSG00000168036.19
P61011	ENSG00000100883.13
O15021	ENSG00000069020.19
F8WCF6	ENSG00000250151.9
A0A087X1E4	ENSG00000132254.13
E7EN19	ENSG00000071054.17
Q9Y5A7	ENSG00000013374.17
O94842	ENSG00000092203.15
O75964	ENSG00000167283.9
Q7Z7L1	ENSG00000172716.17
Q96C01	ENSG00000035141.10
F5GXT1	ENSG00000010278.15
Q99442	ENSG00000008952.17
P82932	ENSG00000243927.6
P04424	ENSG00000126522.17
P51687	ENSG00000139531.13
P52306	ENSG00000138698.15
Q9Y295	ENSG00000185721.14
Q96ER3	ENSG00000166788.10
A8K7Q2	ENSG00000109971.14
Q02880	ENSG00000077097.17
O95674	ENSG00000101290.14
A6NJ78	ENSG00000169519.21
P68371	ENSG00000188229.6
Q4G0P3	ENSG00000157423.18
Q9NQP4	ENSG00000101132.10
P55809	ENSG00000083720.13
Q495G5	ENSG00000151611
Q8NEN9	ENSG00000165650.12
Q8IZ07	ENSG00000076513.17
M0QWZ7	ENSG00000104835.15
M0QWZ7	ENSG00000283104.3
C9J0J7	ENSG00000070087.15
Q86Y37	ENSG00000151893.15
Q14766	ENSG00000049323.16
Q96JB2	ENSG00000136152.15
A0A3B3IUC1	ENSG00000069869.17
A0A0U1RRK1	ENSG00000107745.20
Q9NS86	ENSG00000132434.10
Q643R3	ENSG00000176454.15
Q643R3	ENSG00000291994.1
A0A0A0MQS9	ENSG00000112769.20
A0A0G2JKZ1	ENSG00000206281.11
A0A0G2JKZ1	ENSG00000112493.12
A0A0G2JKZ1	ENSG00000236490.9
P45877	ENSG00000168938.6
Q9UL54	ENSG00000149930.18
M0R0P8	ENSG00000099331.14
Q3KQV9	ENSG00000197355.11
Q16706	ENSG00000112893.10
Q08209	ENSG00000138814.17
E5RIM7	ENSG00000177556.12
P31947	ENSG00000175793.12
C9JSZ1	ENSG00000162613.18
Q92562	ENSG00000112367.12
Q86YR5	ENSG00000160360.13
A0A7I2V2D8	ENSG00000185359.14
Q9GZP4	ENSG00000057757.10
O14734	ENSG00000101473.17
Q9P0J7	ENSG00000176407.18
A0A2R8YCV2	ENSG00000284773.1
P17844	ENSG00000108654.16
P36639	ENSG00000106268.16
Q9NZL9	ENSG00000038274.18
F5H2F4	ENSG00000100714.18
K4DI93	ENSG00000158290.19
H0YEF7	ENSG00000073921.18
Q6P161	ENSG00000183617.5
Q53EP0	ENSG00000075420.13
Q13526	ENSG00000127445.14
A0A0D9SGH0	ENSG00000198689.13
Q8WTW3	ENSG00000166685.13
P35030	ENSG00000010438.17
O95202	ENSG00000168924.15
P30825	ENSG00000139514.13
P82664	ENSG00000048544.6
H0Y4B0	ENSG00000117419.16
A0A5F9UJV3	ENSG00000103723.17
O75674	ENSG00000141198.16
P41743	ENSG00000163558.13
A0A2R8YE63	ENSG00000151491.14
Q8NBT2	ENSG00000161888.12
E9PLL6	ENSG00000166441.13
Q92769	ENSG00000196591.12
P51159	ENSG00000069974.17
O75909	ENSG00000090061.17
O43819	ENSG00000284194.3
Q9UPY6	ENSG00000132970.14
P98179	ENSG00000102317.18
A0A6I8PRU6	ENSG00000163463.13
A0A024QZX5	ENSG00000124570.21
C9J2P0	ENSG00000170142.12
A0A0U1RQY7	ENSG00000169118.18
P49406	ENSG00000115364.14
C9J0G0	ENSG00000168306.13
P53611	ENSG00000137955.16
Q9H0X4	ENSG00000167930.17
P21953	ENSG00000083123.15
P28370	ENSG00000102038.16
O14647	ENSG00000173575.24
Q9NYL2	ENSG00000091436.17
O00763	ENSG00000076555.16
M0R0F0	ENSG00000083845.9
P33176	ENSG00000170759.11
Q9NY33	ENSG00000254986.8
Q9NPD3	ENSG00000178896.9
Q9Y6C2	ENSG00000138080.14
P05114	ENSG00000205581.11
Q14728	ENSG00000109736.15
C9JAB2	ENSG00000115875.19
O95376	ENSG00000177479.20
Q2M389	ENSG00000136051.15
Q96T51	ENSG00000176783.15
Q96T51	ENSG00000284260.2
Q8NHP6	ENSG00000130150.12
C9IZ27	ENSG00000135926.15
Q9BTX1	ENSG00000058804.12
Q8IWA4	ENSG00000171109.19
P20936	ENSG00000145715.15
J3KMX2	ENSG00000108604.18
A8MUM1	ENSG00000032389.13
Q02878	ENSG00000089009.16
E9PBC1	ENSG00000072134.16
Q96D71	ENSG00000135597.19
P36957	ENSG00000119689.15
A0A669KBG8	ENSG00000107862.7
Q96II8	ENSG00000186001.14
P05165	ENSG00000175198.17
O43920	ENSG00000168653.11
E7ESC7	ENSG00000090316.16
Q9Y2Z0	ENSG00000165416.15
Q9BVJ7	ENSG00000158716.9
Q9H0P0	ENSG00000122643.23
A0A7P0TB61	ENSG00000123607.16
Q15003	ENSG00000121152.10
Q5JS54	ENSG00000180822.12
Q6ZVH7	ENSG00000144488.15
F6PQP6	ENSG00000072134.16
A0A0C4DGB0	ENSG00000153130.18
Q9BR61	ENSG00000230124.8
Q92574	ENSG00000165699.16
A0A087WXU0	ENSG00000155906.20
O94830	ENSG00000085788.14
O60292	ENSG00000105738.11
Q9H6F5	ENSG00000110104.13
Q92542	ENSG00000162736.18
Q5H8A4	ENSG00000174227.16
P06865	ENSG00000213614.11
A0A494C0W0	ENSG00000140694.18
O43427	ENSG00000172500.13
O43294	ENSG00000140682.19
E7EUI6	ENSG00000150093.20
Q7Z7N9	ENSG00000185475.11
Q4L180	ENSG00000168386.19
O75448	ENSG00000008838.21
Q9UJY4	ENSG00000103365.15
Q13617	ENSG00000108094.17
O14641	ENSG00000004975.12
A0A0S2Z5D0	ENSG00000128973.13
Q7Z3B4	ENSG00000138750.16
Q96G21	ENSG00000136718.10
Q9NWQ9	ENSG00000179933.6
Q13442	ENSG00000106244.13
Q9NR30	ENSG00000165732.14
P32455	ENSG00000117228.11
A0A494C0K5	ENSG00000140694.18
B4DZN5	ENSG00000100416.15
A0A2R8Y6Y1	ENSG00000136104.22
P37802	ENSG00000158710.15
P30260	ENSG00000004897.12
O75110	ENSG00000054793.14
Q8WVX9	ENSG00000197601.15
A0A7P0TAR1	ENSG00000095321.18
Q13232	ENSG00000103024.8
O14494	ENSG00000067113.17
P57105	ENSG00000213463.5
P55735	ENSG00000157020.18
M0QXP3	ENSG00000105700.11
Q7Z4W1	ENSG00000169738.8
Q8NI27	ENSG00000125676.20
Q5SRD1	ENSG00000204152.14
A4D1S5	ENSG00000146955.11
P49257	ENSG00000074695.6
P19256	ENSG00000116815.16
H7BZ14	ENSG00000240344.10
P15374	ENSG00000118939.19
Q9Y3A6	ENSG00000117500.13
Q9NWZ3	ENSG00000198001.16
P05120	ENSG00000197632.9
Q14699	ENSG00000131378.14
C9J5W6	ENSG00000144834.14
O75414	ENSG00000172113.10
Q5T4K4	ENSG00000143570.19
A0A0A0MR05	ENSG00000167965.18
O14524	ENSG00000166881.10
Q96A49	ENSG00000169895.6
A0A7P0T9G7	ENSG00000116984.15
Q96J01	ENSG00000051596.10
A0A494BZZ8	ENSG00000153214.11
H0YGR4	ENSG00000076043.11
A0A494C0N4	ENSG00000123607.16
Q14012	ENSG00000134072.11
Q9BW62	ENSG00000102781.14
Q86U44	ENSG00000165819.12
Q96GA3	ENSG00000135521.9
Q9BZF3	ENSG00000079156.17
O75694	ENSG00000113569.16
Q8WYA6	ENSG00000132792.21
Q2TAA5	ENSG00000253710.5
B4DI03	ENSG00000166562.9
O15061	ENSG00000182253.15
Q96HA1	ENSG00000196313.13
Q12802	ENSG00000170776.22
Q9Y5S1	ENSG00000187688.15
H0Y5K5	ENSG00000125991.21
Q6P582	ENSG00000173272.16
P19623	ENSG00000116649.10
Q8TAG9	ENSG00000138190.17
Q14204	ENSG00000197102.14
C9JYN7	ENSG00000082996.20
P10398	ENSG00000078061.14
Q9NUY8	ENSG00000036054.13
Q96T23	ENSG00000048649.14
Q96A57	ENSG00000089063.16
P30050	ENSG00000197958.13
E7ETD8	ENSG00000213639.11
Q8N6S5	ENSG00000177917.12
Q86SF2	ENSG00000109586.12
Q9HCN4	ENSG00000198522.14
A0A2R8Y521	ENSG00000111642.16
H3BUN4	ENSG00000140939.15
Q9HAV0	ENSG00000114450.11
Q01650	ENSG00000103257.9
E9PM19	ENSG00000105397.15
Q15024	ENSG00000075914.13
P63000	ENSG00000136238.20
E5RJR5	ENSG00000113558.19
Q96G01	ENSG00000151746.15
J3KQ48	ENSG00000141378.15
P54727	ENSG00000119318.13
Q96E29	ENSG00000156469.9
Q8N4A0	ENSG00000257594.4
A0A7P0T8P4	ENSG00000123607.16
F5H1M8	ENSG00000168300.14
Q9ULC3	ENSG00000112210.12
O00762	ENSG00000175063.17
E7EUI8	ENSG00000160211.20
P53539	ENSG00000125740.15
P49815	ENSG00000103197.20
Q99757	ENSG00000100348.10
P54709	ENSG00000069849.11
Q8N5A5	ENSG00000197114.12
Q9NVS2	ENSG00000096080.12
Q9P1Z2	ENSG00000012822.16
A0A5F9ZHJ0	ENSG00000075239.14
P38432	ENSG00000121058.5
P18084	ENSG00000082781.12
Q9H1Z4	ENSG00000101940.18
Q96GX9	ENSG00000149089.13
Q8TDZ2	ENSG00000135596.18
Q7Z3K3	ENSG00000143442.24
P18669	ENSG00000171314.9
A0A5F9ZH13	ENSG00000118096.10
Q9Y217	ENSG00000139505.13
A0A0G2JJD3	ENSG00000231488.9
A0A0G2JJD3	ENSG00000224552.9
A0A0G2JJD3	ENSG00000230475.9
A0A0G2JJD3	ENSG00000235676.9
A0A0G2JJD3	ENSG00000236063.9
Q96EY7	ENSG00000132300.19
P27105	ENSG00000148175.13
Q5GJ75	ENSG00000183578.8
Q9UBE0	ENSG00000142230.13
Q9Y5X9	ENSG00000101670.12
Q9NVH2	ENSG00000143493.13
C9JW19	ENSG00000135926.15
Q9BTT0	ENSG00000143401.15
Q7Z569	ENSG00000089234.16
P17900	ENSG00000196743.9
Q86YZ3	ENSG00000197915.7
Q8WWY3	ENSG00000105618.14
Q8WWY3	ENSG00000277154.4
Q8WWY3	ENSG00000276421.4
Q8WWY3	ENSG00000275885.4
Q8WWY3	ENSG00000274651.4
Q8WWY3	ENSG00000274144.4
Q8WWY3	ENSG00000274894.4
Q8WWY3	ENSG00000277953.4
Q8WWY3	ENSG00000275117.4
Q8WWY3	ENSG00000277707.4
Q9BW83	ENSG00000100360.15
P54725	ENSG00000179262.10
Q9GZZ9	ENSG00000081307.15
H7C1I0	ENSG00000127526.15
P00505	ENSG00000125166.13
Q9UL33	ENSG00000167515.11
Q9P299	ENSG00000005243.10
O75937	ENSG00000126698.11
C9JNW5	ENSG00000114391.14
P07205	ENSG00000170950.6
P46939	ENSG00000152818.20
P17301	ENSG00000164171.11
Q9BRR6	ENSG00000159322.18
P40261	ENSG00000166741.9
Q96K49	ENSG00000153214.11
Q15054	ENSG00000077514.9
Q16576	ENSG00000102054.18
Q9Y6I3	ENSG00000063245.15
P23443	ENSG00000108443.14
A0A804HIU9	ENSG00000135931.19
Q9BV86	ENSG00000148335.15
Q5T1Z4	ENSG00000134644.16
Q9C037	ENSG00000146833.16
V9GZ41	ENSG00000203880.13
V9GZ41	ENSG00000280663.4
P04004	ENSG00000109072.14
Q008S8	ENSG00000203734.13
P52895	ENSG00000151632.18
A0A804HIJ2	ENSG00000124356.17
Q92503	ENSG00000129657.16
Q9NQX3	ENSG00000171723.16
Q8ND24	ENSG00000167257.11
P63241	ENSG00000132507.18
P63241	ENSG00000288145.1
A0A7P0T9W6	ENSG00000111331.14
P28070	ENSG00000159377.11
U3KQ93	ENSG00000126261.13
Q9BYJ9	ENSG00000149658.18
O75223	ENSG00000006625.18
O14874	ENSG00000103507.14
O15143	ENSG00000130429.16
Q9ULP9	ENSG00000162065.14
Q9NRG9	ENSG00000094914.14
Q9NRG9	ENSG00000291836.1
P25490	ENSG00000100811.15
Q9Y2E5	ENSG00000013288.9
P56945	ENSG00000050820.17
Q86WQ0	ENSG00000184162.15
A0A1W2PP78	ENSG00000266173.7
E9PFN4	ENSG00000033867.18
P18031	ENSG00000196396.10
Q9H1N7	ENSG00000124786.13
P20930	ENSG00000143631.11
A0A590UJQ1	ENSG00000078747.17
Q659C4	ENSG00000138709.20
A0A1X7SBR3	ENSG00000131095.14
Q6P158	ENSG00000163214.21
P08670	ENSG00000026025.16
A0A3B3ITX4	ENSG00000285827.1
Q96QD8	ENSG00000134294.14
A0A2R8Y7W8	ENSG00000124733.5
Q6PJT7	ENSG00000100722.20
H0YKP9	ENSG00000075413.19
A2A2V2	ENSG00000188739.15
O60462	ENSG00000118257.17
J3QRD5	ENSG00000129255.16
Q15397	ENSG00000080608.10
P0CG38	ENSG00000196834.14
Q13505	ENSG00000173171.15
P30837	ENSG00000137124.8
Q969J3	ENSG00000165714.11
Q969J3	ENSG00000280689.3
A0A2R8Y7R9	ENSG00000131626.19
Q8TF42	ENSG00000154127.10
P35443	ENSG00000113296.14
Q96BY6	ENSG00000135905.21
A0A087WZG4	ENSG00000104880
Q8N4C8	ENSG00000141503.17
P55957	ENSG00000015475.19
Q9UKZ1	ENSG00000158435.8
P49841	ENSG00000082701.17
O14933	ENSG00000156587.16
P22314	ENSG00000130985.17
G3V5K2	ENSG00000166881.10
Q96PQ7	ENSG00000109790.18
Q96Q05	ENSG00000167632.18
Q02790	ENSG00000004478.8
P80294	ENSG00000205358.4
A0A7I2V3V0	ENSG00000168610.17
P09496	ENSG00000122705.18
Q05086	ENSG00000114062.22
A0A0C4DGQ8	ENSG00000109016.18
B4DQA8	ENSG00000108587.16
Q9H2K8	ENSG00000135090.14
P62263	ENSG00000164587.13
P49327	ENSG00000169710.9
U3KQC1	ENSG00000065268.11
O60238	ENSG00000104765.16
Q96FZ5	ENSG00000153551.14
Q9Y3B9	ENSG00000067533.6
J3QRD1	ENSG00000072210.19
Q15019	ENSG00000168385.18
O60565	ENSG00000276886.4
O60565	ENSG00000166923.12
O60565	ENSG00000282046.3
Q9NX47	ENSG00000198060.10
Q86U38	ENSG00000196943.14
Q86U38	ENSG00000285326.3
K7EK07	ENSG00000132475.10
Q8N697	ENSG00000139370.12
E9PHK0	ENSG00000163815.6
Q9BTE7	ENSG00000137692.12
M0R2A0	ENSG00000161671.17
Q86SJ6	ENSG00000175065.12
O60506	ENSG00000135316.20
J3QSS7	ENSG00000165898.14
A0A0U1RRH6	ENSG00000106443.17
Q9Y3B3	ENSG00000134970.14
P21912	ENSG00000117118.12
P57764	ENSG00000104518.11
P57764	ENSG00000278718.3
Q07666	ENSG00000121774.18
H0YGJ7	ENSG00000104131.13
Q9NWH9	ENSG00000137776.17
Q5TEJ8	ENSG00000130775.16
Q96P48	ENSG00000186635.16
P11766	ENSG00000197894.12
E9PHA2	ENSG00000121152.10
Q53H82	ENSG00000147592.9
O43290	ENSG00000175467.15
Q9NZV1	ENSG00000150938.10
O75131	ENSG00000085719.13
O75051	ENSG00000076356.7
Q13242	ENSG00000111786.10
E5RJZ1	ENSG00000115944.15
Q9UKM9	ENSG00000125970.12
P48668	ENSG00000170465.10
D6W5Y5	ENSG00000099622.14
Q8IZQ1	ENSG00000163625.17
Q96FT9	ENSG00000119650.13
Q96I51	ENSG00000274523.5
Q92696	ENSG00000100949.15
Q92696	ENSG00000285193.1
E9PQ46	ENSG00000175274.19
P49747	ENSG00000105664.11
P38159	ENSG00000147274.14
O75534	ENSG00000009307.17
Q8TB03	ENSG00000185753.13
B4DQT1	ENSG00000090316.16
P36959	ENSG00000137198.10
Q8WUW1	ENSG00000254999.4
Q9Y4K1	ENSG00000112297.18
A0A087WYF8	ENSG00000154553.17
B4DGM3	ENSG00000073584.20
Q9H6E4	ENSG00000100147.14
A0A7P0T897	ENSG00000147852.17
P67870	ENSG00000204435.15
P67870	ENSG00000206406.9
P67870	ENSG00000224774.7
P67870	ENSG00000228875.8
P67870	ENSG00000224398.7
P67870	ENSG00000230700.11
P67870	ENSG00000232960.12
O60828	ENSG00000102103.18
O60828	ENSG00000292208.1
A0A2R8YGP2	ENSG00000136104.22
B1AHD1	ENSG00000100138.15
O75695	ENSG00000102218.6
P16403	ENSG00000187837.4
Q06546	ENSG00000154727.11
O95801	ENSG00000243725.7
Q07002	ENSG00000117266.16
X1WI28	ENSG00000147403.18
H0YNP1	ENSG00000138604.10
Q9P2D3	ENSG00000008869.12
Q8IWR0	ENSG00000122299.12
O43676	ENSG00000119013.10
Q9HC07	ENSG00000134851.13
Q86WG5	ENSG00000133812.18
Q9BZI7	ENSG00000125351.14
Q13155	ENSG00000106305.10
A0A2R8YFK9	ENSG00000111642.16
P18440	ENSG00000171428.15
P30041	ENSG00000117592.9
F8WDY4	ENSG00000135926.15
O14879	ENSG00000119917.15
P14854	ENSG00000126267.11
Q53GS9	ENSG00000168883.20
Q6NUQ4	ENSG00000119777.20
Q9H939	ENSG00000152229.18
P55039	ENSG00000108591.10
A0A0G2JQ91	ENSG00000278608.1
O00487	ENSG00000115233.12
F2Z2X9	ENSG00000213930.12
P02795	ENSG00000125148.7
O14920	ENSG00000104365.16
O94989	ENSG00000198844.12
Q13423	ENSG00000112992.18
O14617	ENSG00000065000.20
Q8IXM2	ENSG00000258315.5
P04632	ENSG00000126247.11
A0A7I2V5A2	ENSG00000185359.14
Q8NC60	ENSG00000084092.7
Q96LL9	ENSG00000176410.8
G3V1S4	ENSG00000119616.11
Q6ZNL6	ENSG00000154783.12
D6RAX3	ENSG00000156453.14
E9PF19	ENSG00000106638.18
Q4G176	ENSG00000176715.17
O95793	ENSG00000124214.21
A0A2R8YGH5	ENSG00000106367.15
Q16658	ENSG00000075618.18
Q9H0S4	ENSG00000213782.7
F5GZ97	ENSG00000120860.11
Q9NVZ3	ENSG00000157191.20
Q9NVZ3	ENSG00000291380.1
Q13685	ENSG00000127837.10
P82912	ENSG00000181991.16
Q13057	ENSG00000068120.15
P04114	ENSG00000084674.15
Q04695	ENSG00000128422.18
P51797	ENSG00000011021.23
B8ZZ87	ENSG00000152082.15
B8ZZ87	ENSG00000292119.1
Q9Y3Y2	ENSG00000160679.14
O60610	ENSG00000131504.18
O75112	ENSG00000122367.21
Q8WZ82	ENSG00000262664.3
A2A3F4	ENSG00000083067.27
F8W8I6	ENSG00000116001.17
A0A0C4DFM1	ENSG00000101337.16
P41134	ENSG00000125968.9
P62826	ENSG00000132341.12
Q9NR28	ENSG00000184047.21
Q5EBL4	ENSG00000188026.13
P42224	ENSG00000115415.21
O75400	ENSG00000196504.21
Q99848	ENSG00000117395.13
C9JEN3	ENSG00000135926.15
Q8WUK0	ENSG00000110536.14
Q9H269	ENSG00000215305.10
Q9Y5G0	ENSG00000276547.2
P52815	ENSG00000262814.8
P48506	ENSG00000001084.13
C9J366	ENSG00000151967.19
A0A1B0GTJ7	ENSG00000239900.14
O75882	ENSG00000088812.18
Q6PD62	ENSG00000198730.10
B1AM27	ENSG00000198722.15
P42336	ENSG00000121879.6
Q8TCZ2	ENSG00000102181.22
E9PR76	ENSG00000179632.11
X6RLT1	ENSG00000101158.15
P51003	ENSG00000090060.19
Q13409	ENSG00000077380.16
Q13409	ENSG00000292102.1
Q96ER9	ENSG00000164051.14
Q14457	ENSG00000126581.13
O95848	ENSG00000183828.15
Q15653	ENSG00000104825.17
Q15653	ENSG00000282905.2
A0A0B4J1R7	ENSG00000270316
H7BZ11	ENSG00000257529.5
Q9H0V9	ENSG00000114988.12
A0A7I2V4V1	ENSG00000196262.15
A0A494C146	ENSG00000143224.18
A0A024QZP7	ENSG00000170312.17
Q9Y2C4	ENSG00000157036.13
Q86W92	ENSG00000110841.14
P68106	ENSG00000119782.14
P09417	ENSG00000151552.13
E9PLX3	ENSG00000134248.14
Q8TDW0	ENSG00000171488.15
Q9BY50	ENSG00000166562.9
P22695	ENSG00000140740.11
Q9NUQ7	ENSG00000109775.11
Q5JRA6	ENSG00000154305.18
Q9UL46	ENSG00000100911.16
Q9UL46	ENSG00000284889.2
Q8N1B4	ENSG00000206286.11
Q8N1B4	ENSG00000236014.10
Q8N1B4	ENSG00000228425.9
Q8N1B4	ENSG00000224455.9
Q8N1B4	ENSG00000223501.9
Q8N1B4	ENSG00000225590.9
P62979	ENSG00000143947.15
E7EWR4	ENSG00000101811.15
Q15643	ENSG00000100815.12
B5MCF8	ENSG00000115204.15
Q14767	ENSG00000119681.12
Q9UQE7	ENSG00000108055.11
P54756	ENSG00000145242.14
Q9NSY0	ENSG00000185189.18
Q9NPA0	ENSG00000134153.10
A0A804HJ86	ENSG00000081307.15
Q9NZN8	ENSG00000111596.14
Q15382	ENSG00000106615.10
Q8WXG6	ENSG00000110514.20
E5RIW3	ENSG00000171530.15
A0A2U3TZM4	ENSG00000147044.23
Q9UPT5	ENSG00000182473.22
Q9NZJ9	ENSG00000173598.14
Q96GS4	ENSG00000196544.8
Q9H3N1	ENSG00000139921.13
B0QY86	ENSG00000100139.14
H6UMI1	ENSG00000170296.10
A0A0A0MT83	ENSG00000128928.10
P0CG39	ENSG00000222038.4
Q8WWX9	ENSG00000198832.11
A0A087WXM8	ENSG00000187244.12
P28331	ENSG00000023228.15
P28331	ENSG00000283447.3
O00625	ENSG00000087842.11
