From	To
RPP40_HUMAN	ENSG00000124787.14
TPA_HUMAN	ENSG00000104368.19
S12A9_HUMAN	ENSG00000146828.18
GNAQ_HUMAN	ENSG00000156052.11
COA3_HUMAN	ENSG00000183978.8
POTEF_HUMAN	ENSG00000196604.13
E9PRF4_HUMAN	ENSG00000143379.13
TETN_HUMAN	ENSG00000163815.6
PPIH_HUMAN	ENSG00000171960.12
K1C13_HUMAN	ENSG00000171401.15
PTPRF_HUMAN	ENSG00000142949.17
MYL9_HUMAN	ENSG00000101335.10
A0A0U1RQR6_HUMAN	ENSG00000115310.19
PLOD3_HUMAN	ENSG00000106397.12
PFD2_HUMAN	ENSG00000143256.5
E7EQ34_HUMAN	ENSG00000262633.2
HOOK3_HUMAN	ENSG00000168172.9
GBRL2_HUMAN	ENSG00000034713.8
SRGP1_HUMAN	ENSG00000196935.10
A0A6I8PTZ8_HUMAN	ENSG00000092847.14
A0A7I2YQR5_HUMAN	ENSG00000168610.17
GCN1_HUMAN	ENSG00000089154.11
SQOR_HUMAN	ENSG00000137767.14
A0A804HJW5_HUMAN	ENSG00000131844.17
IDHP_HUMAN	ENSG00000182054.10
GSTO1_HUMAN	ENSG00000148834.13
VATG1_HUMAN	ENSG00000136888.8
MYO9B_HUMAN	ENSG00000099331.14
RNF14_HUMAN	ENSG00000013561.18
TYSY_HUMAN	ENSG00000176890.16
RL21_HUMAN	ENSG00000122026.11
H0Y360_HUMAN	ENSG00000116337.20
UMPS_HUMAN	ENSG00000114491.14
PSB7_HUMAN	ENSG00000136930.13
I3L4I4_HUMAN	ENSG00000141198.16
HMGA1_HUMAN	ENSG00000137309.21
S14L2_HUMAN	ENSG00000100003.18
GTR6_HUMAN	ENSG00000160326.14
GTR6_HUMAN	ENSG00000281165.3
F210B_HUMAN	ENSG00000124098.10
ZYX_HUMAN	ENSG00000159840.16
ZYX_HUMAN	ENSG00000285443.2
C9JQ48_HUMAN	ENSG00000156639.12
RAB14_HUMAN	ENSG00000119396.12
A0A087WVZ6_HUMAN	ENSG00000101040.20
ALBU_HUMAN	ENSG00000163631.19
PSA7_HUMAN	ENSG00000101182.15
MAP1S_HUMAN	ENSG00000130479.11
BIRC6_HUMAN	ENSG00000115760.16
RRP8_HUMAN	ENSG00000132275.11
H0YGS7_HUMAN	ENSG00000141569.12
A0A3B3IUB1_HUMAN	ENSG00000145191.15
A0A0U1RRJ0_HUMAN	ENSG00000021645.20
MTX2_HUMAN	ENSG00000128654.14
ITIH4_HUMAN	ENSG00000055955.17
PRKRA_HUMAN	ENSG00000180228.14
PCNP_HUMAN	ENSG00000081154.12
RS9_HUMAN	ENSG00000170889.14
RS9_HUMAN	ENSG00000278270.4
RS9_HUMAN	ENSG00000278081.3
RS9_HUMAN	ENSG00000274950.4
RS9_HUMAN	ENSG00000274646.4
RS9_HUMAN	ENSG00000277359.3
RS9_HUMAN	ENSG00000274626.3
RS9_HUMAN	ENSG00000274005.3
RS9_HUMAN	ENSG00000275323.3
RS9_HUMAN	ENSG00000277079.3
KAPCA_HUMAN	ENSG00000072062.16
KAPCA_HUMAN	ENSG00000288516.1
NIPS2_HUMAN	ENSG00000146729.10
S12A2_HUMAN	ENSG00000064651.14
A0A3F2YNW8_HUMAN	ENSG00000150995.21
RPB7_HUMAN	ENSG00000168002.12
1433T_HUMAN	ENSG00000134308.14
TRI22_HUMAN	ENSG00000132274.17
ABCB7_HUMAN	ENSG00000131269.19
A0A087WWP8_HUMAN	ENSG00000081019.14
NSF_HUMAN	ENSG00000073969.19
NSF_HUMAN	ENSG00000278174.3
NSF_HUMAN	ENSG00000276262.2
ENOPH_HUMAN	ENSG00000145293.17
UCK2_HUMAN	ENSG00000143179.16
IF2B_HUMAN	ENSG00000125977.7
XXLT1_HUMAN	ENSG00000173950.16
HS90B_HUMAN	ENSG00000096384.20
RHG10_HUMAN	ENSG00000071205.12
A6NLH6_HUMAN	ENSG00000143771.12
A0A1W2PNZ7_HUMAN	ENSG00000225691.7
S4R329_HUMAN	ENSG00000128463.13
K7EK56_HUMAN	ENSG00000119559.17
ANTR1_HUMAN	ENSG00000169604.21
ISCA2_HUMAN	ENSG00000165898.14
PRDX5_HUMAN	ENSG00000126432.14
SRPK2_HUMAN	ENSG00000135250.17
TIRR_HUMAN	ENSG00000168101.15
E9PG22_HUMAN	ENSG00000182504.12
A9Z1X7_HUMAN	ENSG00000133226.19
FABP5_HUMAN	ENSG00000164687.11
ANT3_HUMAN	ENSG00000117601.15
H7BZJ3_HUMAN	ENSG00000167004.14
SIAS_HUMAN	ENSG00000095380.11
GPKOW_HUMAN	ENSG00000068394.11
GPKOW_HUMAN	ENSG00000292204.1
TXND9_HUMAN	ENSG00000115514.12
RGS3_HUMAN	ENSG00000138835.24
A0A7I2V646_HUMAN	ENSG00000183735.11
PFD3_HUMAN	ENSG00000155959.12
IMDH2_HUMAN	ENSG00000178035.13
ERI3_HUMAN	ENSG00000117419.16
PSMG3_HUMAN	ENSG00000157778.9
Q5STZ8_HUMAN	ENSG00000204574.14
MGAT2_HUMAN	ENSG00000168282.6
C9JYY6_HUMAN	ENSG00000091129.22
PAR2_HUMAN	ENSG00000164251.5
PHLP1_HUMAN	ENSG00000081913.14
EIF3J_HUMAN	ENSG00000104131.13
TBA1C_HUMAN	ENSG00000167553.17
CGBP1_HUMAN	ENSG00000163320.12
CDC7_HUMAN	ENSG00000097046.13
D6RIZ4_HUMAN	ENSG00000109736.15
I3NI02_HUMAN	ENSG00000108433.17
H0YB34_HUMAN	ENSG00000132541.11
A0A096LPJ4_HUMAN	ENSG00000187608.10
FZD6_HUMAN	ENSG00000164930.12
F8W1E0_HUMAN	ENSG00000089159.17
A0A7I2RJN6_HUMAN	ENSG00000147044.23
DUT_HUMAN	ENSG00000128951.14
GCP4_HUMAN	ENSG00000137822.13
E9PS17_HUMAN	ENSG00000142186.18
RPC1_HUMAN	ENSG00000148606.15
NCOA7_HUMAN	ENSG00000111912.20
S35B1_HUMAN	ENSG00000121073.15
BASI_HUMAN	ENSG00000172270.22
ATP6_HUMAN	ENSG00000198899.2
Q5RGS4_HUMAN	ENSG00000107679.15
SF3B4_HUMAN	ENSG00000143368.10
KAD9_HUMAN	ENSG00000155085.16
RM53_HUMAN	ENSG00000204822.7
H7BYF2_HUMAN	ENSG00000139496.18
D6RF35_HUMAN	ENSG00000145321.13
A0A7P0TAH5_HUMAN	ENSG00000184014.9
DOCK1_HUMAN	ENSG00000150760.13
A0A7I2V539_HUMAN	ENSG00000136448.13
A0A2R8Y5A3_HUMAN	ENSG00000168036.19
SRP54_HUMAN	ENSG00000100883.13
MAST4_HUMAN	ENSG00000069020.19
F8WCF6_HUMAN	ENSG00000250151.9
A0A087X1E4_HUMAN	ENSG00000132254.13
E7EN19_HUMAN	ENSG00000071054.17
NUB1_HUMAN	ENSG00000013374.17
TOX4_HUMAN	ENSG00000092203.15
ATP5L_HUMAN	ENSG00000167283.9
SLN11_HUMAN	ENSG00000172716.17
F136A_HUMAN	ENSG00000035141.10
F5GXT1_HUMAN	ENSG00000010278.15
SEC62_HUMAN	ENSG00000008952.17
RT06_HUMAN	ENSG00000243927.6
ARLY_HUMAN	ENSG00000126522.17
SUOX_HUMAN	ENSG00000139531.13
GDS1_HUMAN	ENSG00000138698.15
DRG1_HUMAN	ENSG00000185721.14
SAAL1_HUMAN	ENSG00000166788.10
A8K7Q2_HUMAN	ENSG00000109971.14
TOP2B_HUMAN	ENSG00000077097.17
CDS2_HUMAN	ENSG00000101290.14
MET15_HUMAN	ENSG00000169519.21
TBB4B_HUMAN	ENSG00000188229.6
HYDIN_HUMAN	ENSG00000157423.18
PFD4_HUMAN	ENSG00000101132.10
SCOT1_HUMAN	ENSG00000083720.13
Q495G5_HUMAN	ENSG00000151611
PDZD8_HUMAN	ENSG00000165650.12
AN13A_HUMAN	ENSG00000076513.17
M0QWZ7_HUMAN	ENSG00000104835.15
M0QWZ7_HUMAN	ENSG00000283104.3
C9J0J7_HUMAN	ENSG00000070087.15
CACL1_HUMAN	ENSG00000151893.15
LTBP1_HUMAN	ENSG00000049323.16
COG3_HUMAN	ENSG00000136152.15
A0A3B3IUC1_HUMAN	ENSG00000069869.17
LANC2_HUMAN	ENSG00000132434.10
LPCT4_HUMAN	ENSG00000176454.15
LPCT4_HUMAN	ENSG00000291994.1
A0A0A0MQS9_HUMAN	ENSG00000112769.20
A0A0G2JKZ1_HUMAN	ENSG00000206281.11
A0A0G2JKZ1_HUMAN	ENSG00000112493.12
A0A0G2JKZ1_HUMAN	ENSG00000236490.9
PPIC_HUMAN	ENSG00000168938.6
TAOK2_HUMAN	ENSG00000149930.18
M0R0P8_HUMAN	ENSG00000099331.14
UAP1L_HUMAN	ENSG00000197355.11
MA2A1_HUMAN	ENSG00000112893.10
PP2BA_HUMAN	ENSG00000138814.17
E5RIM7_HUMAN	ENSG00000177556.12
1433S_HUMAN	ENSG00000175793.12
C9JSZ1_HUMAN	ENSG00000162613.18
FIG4_HUMAN	ENSG00000112367.12
GPSM1_HUMAN	ENSG00000160360.13
A0A7I2V2D8_HUMAN	ENSG00000185359.14
PITH1_HUMAN	ENSG00000057757.10
ACOT8_HUMAN	ENSG00000101473.17
KCMF1_HUMAN	ENSG00000176407.18
A0A2R8YCV2_HUMAN	ENSG00000284773.1
DDX5_HUMAN	ENSG00000108654.16
8ODP_HUMAN	ENSG00000106268.16
MAT2B_HUMAN	ENSG00000038274.18
F5H2F4_HUMAN	ENSG00000100714.18
K4DI93_HUMAN	ENSG00000158290.19
H0YEF7_HUMAN	ENSG00000073921.18
RM54_HUMAN	ENSG00000183617.5
FND3B_HUMAN	ENSG00000075420.13
PIN1_HUMAN	ENSG00000127445.14
A0A0D9SGH0_HUMAN	ENSG00000198689.13
COG1_HUMAN	ENSG00000166685.13
TRY3_HUMAN	ENSG00000010438.17
LETM1_HUMAN	ENSG00000168924.15
RT10_HUMAN	ENSG00000048544.6
H0Y4B0_HUMAN	ENSG00000117419.16
A0A5F9UJV3_HUMAN	ENSG00000103723.17
TM1L1_HUMAN	ENSG00000141198.16
KPCI_HUMAN	ENSG00000163558.13
A0A2R8YE63_HUMAN	ENSG00000151491.14
SPC24_HUMAN	ENSG00000161888.12
E9PLL6_HUMAN	ENSG00000166441.13
HDAC2_HUMAN	ENSG00000196591.12
RB27A_HUMAN	ENSG00000069974.17
CCNK_HUMAN	ENSG00000090061.17
SCO2_HUMAN	ENSG00000284194.3
WASF3_HUMAN	ENSG00000132970.14
RBM3_HUMAN	ENSG00000102317.18
A0A6I8PRU6_HUMAN	ENSG00000163463.13
A0A024QZX5_HUMAN	ENSG00000124570.21
C9J2P0_HUMAN	ENSG00000170142.12
A0A0U1RQY7_HUMAN	ENSG00000169118.18
RM19_HUMAN	ENSG00000115364.14
C9J0G0_HUMAN	ENSG00000168306.13
PGTB2_HUMAN	ENSG00000137955.16
F234A_HUMAN	ENSG00000167930.17
ODBB_HUMAN	ENSG00000083123.15
SMCA1_HUMAN	ENSG00000102038.16
CHD2_HUMAN	ENSG00000173575.24
M3K20_HUMAN	ENSG00000091436.17
ACACB_HUMAN	ENSG00000076555.16
M0R0F0_HUMAN	ENSG00000083845.9
KINH_HUMAN	ENSG00000170759.11
DPP3_HUMAN	ENSG00000254986.8
EXOS4_HUMAN	ENSG00000178896.9
EMIL1_HUMAN	ENSG00000138080.14
HMGN1_HUMAN	ENSG00000205581.11
MFS10_HUMAN	ENSG00000109736.15
C9JAB2_HUMAN	ENSG00000115875.19
ARI2_HUMAN	ENSG00000177479.20
WASC4_HUMAN	ENSG00000136051.15
RUFY1_HUMAN	ENSG00000176783.15
RUFY1_HUMAN	ENSG00000284260.2
MSPD2_HUMAN	ENSG00000130150.12
C9IZ27_HUMAN	ENSG00000135926.15
NDC1_HUMAN	ENSG00000058804.12
MFN1_HUMAN	ENSG00000171109.19
RASA1_HUMAN	ENSG00000145715.15
J3KMX2_HUMAN	ENSG00000108604.18
A8MUM1_HUMAN	ENSG00000032389.13
RL6_HUMAN	ENSG00000089009.16
E9PBC1_HUMAN	ENSG00000072134.16
REPS1_HUMAN	ENSG00000135597.19
ODO2_HUMAN	ENSG00000119689.15
A0A669KBG8_HUMAN	ENSG00000107862.7
LRCH3_HUMAN	ENSG00000186001.14
PCCA_HUMAN	ENSG00000175198.17
NDUS5_HUMAN	ENSG00000168653.11
E7ESC7_HUMAN	ENSG00000090316.16
SGT1_HUMAN	ENSG00000165416.15
DUS23_HUMAN	ENSG00000158716.9
5NT3A_HUMAN	ENSG00000122643.23
A0A7P0TB61_HUMAN	ENSG00000123607.16
CND2_HUMAN	ENSG00000121152.10
PSMG4_HUMAN	ENSG00000180822.12
ESPNL_HUMAN	ENSG00000144488.15
F6PQP6_HUMAN	ENSG00000072134.16
A0A0C4DGB0_HUMAN	ENSG00000153130.18
ACBD6_HUMAN	ENSG00000230124.8
TSC1_HUMAN	ENSG00000165699.16
A0A087WXU0_HUMAN	ENSG00000155906.20
DDHD2_HUMAN	ENSG00000085788.14
SI1L3_HUMAN	ENSG00000105738.11
CCD86_HUMAN	ENSG00000110104.13
NICA_HUMAN	ENSG00000162736.18
PIGG_HUMAN	ENSG00000174227.16
HEXA_HUMAN	ENSG00000213614.11
A0A494C0W0_HUMAN	ENSG00000140694.18
FIBP_HUMAN	ENSG00000172500.13
TGFI1_HUMAN	ENSG00000140682.19
E7EUI6_HUMAN	ENSG00000150093.20
T179B_HUMAN	ENSG00000185475.11
FIL1L_HUMAN	ENSG00000168386.19
MED24_HUMAN	ENSG00000008838.21
GGA2_HUMAN	ENSG00000103365.15
CUL2_HUMAN	ENSG00000108094.17
DVL2_HUMAN	ENSG00000004975.12
A0A0S2Z5D0_HUMAN	ENSG00000128973.13
NUP54_HUMAN	ENSG00000138750.16
IMP4_HUMAN	ENSG00000136718.10
CN119_HUMAN	ENSG00000179933.6
HAP28_HUMAN	ENSG00000106244.13
DDX21_HUMAN	ENSG00000165732.14
GBP1_HUMAN	ENSG00000117228.11
A0A494C0K5_HUMAN	ENSG00000140694.18
B4DZN5_HUMAN	ENSG00000100416.15
A0A2R8Y6Y1_HUMAN	ENSG00000136104.22
TAGL2_HUMAN	ENSG00000158710.15
CDC27_HUMAN	ENSG00000004897.12
ATP9A_HUMAN	ENSG00000054793.14
FACR1_HUMAN	ENSG00000197601.15
A0A7P0TAR1_HUMAN	ENSG00000095321.18
NDK3_HUMAN	ENSG00000103024.8
PLPP1_HUMAN	ENSG00000067113.17
SYJ2B_HUMAN	ENSG00000213463.5
SEC13_HUMAN	ENSG00000157020.18
M0QXP3_HUMAN	ENSG00000105700.11
DCXR_HUMAN	ENSG00000169738.8
THOC2_HUMAN	ENSG00000125676.20
TI23B_HUMAN	ENSG00000204152.14
RAB19_HUMAN	ENSG00000146955.11
LMAN1_HUMAN	ENSG00000074695.6
LFA3_HUMAN	ENSG00000116815.16
H7BZ14_HUMAN	ENSG00000240344.10
UCHL3_HUMAN	ENSG00000118939.19
TMED5_HUMAN	ENSG00000117500.13
IRAK4_HUMAN	ENSG00000198001.16
PAI2_HUMAN	ENSG00000197632.9
RFTN1_HUMAN	ENSG00000131378.14
C9J5W6_HUMAN	ENSG00000144834.14
NDK6_HUMAN	ENSG00000172113.10
Q5T4K4_HUMAN	ENSG00000143570.19
A0A0A0MR05_HUMAN	ENSG00000167965.18
NEMP1_HUMAN	ENSG00000166881.10
SYAP1_HUMAN	ENSG00000169895.6
A0A7P0T9G7_HUMAN	ENSG00000116984.15
THOC3_HUMAN	ENSG00000051596.10
A0A494BZZ8_HUMAN	ENSG00000153214.11
H0YGR4_HUMAN	ENSG00000076043.11
A0A494C0N4_HUMAN	ENSG00000123607.16
KCC1A_HUMAN	ENSG00000134072.11
KATL1_HUMAN	ENSG00000102781.14
MTA70_HUMAN	ENSG00000165819.12
LTV1_HUMAN	ENSG00000135521.9
OSBL6_HUMAN	ENSG00000079156.17
NU155_HUMAN	ENSG00000113569.16
CTBL1_HUMAN	ENSG00000132792.21
ALG11_HUMAN	ENSG00000253710.5
B4DI03_HUMAN	ENSG00000166562.9
SYNEM_HUMAN	ENSG00000182253.15
P121A_HUMAN	ENSG00000196313.13
AKP13_HUMAN	ENSG00000170776.22
TRPV2_HUMAN	ENSG00000187688.15
H0Y5K5_HUMAN	ENSG00000125991.21
MZT2A_HUMAN	ENSG00000173272.16
SPEE_HUMAN	ENSG00000116649.10
EXOC6_HUMAN	ENSG00000138190.17
DYHC1_HUMAN	ENSG00000197102.14
C9JYN7_HUMAN	ENSG00000082996.20
ARAF_HUMAN	ENSG00000078061.14
TBC23_HUMAN	ENSG00000036054.13
RSF1_HUMAN	ENSG00000048649.14
TM230_HUMAN	ENSG00000089063.16
RL12_HUMAN	ENSG00000197958.13
AR6P6_HUMAN	ENSG00000177917.12
GALT7_HUMAN	ENSG00000109586.12
GPN1_HUMAN	ENSG00000198522.14
A0A2R8Y521_HUMAN	ENSG00000111642.16
H3BUN4_HUMAN	ENSG00000140939.15
GBB4_HUMAN	ENSG00000114450.11
LAT1_HUMAN	ENSG00000103257.9
E9PM19_HUMAN	ENSG00000105397.15
EXOS7_HUMAN	ENSG00000075914.13
RAC1_HUMAN	ENSG00000136238.20
E5RJR5_HUMAN	ENSG00000113558.19
BICD1_HUMAN	ENSG00000151746.15
J3KQ48_HUMAN	ENSG00000141378.15
RD23B_HUMAN	ENSG00000119318.13
MTEF3_HUMAN	ENSG00000156469.9
GALT4_HUMAN	ENSG00000257594.4
A0A7P0T8P4_HUMAN	ENSG00000123607.16
RAB23_HUMAN	ENSG00000112210.12
UBE2C_HUMAN	ENSG00000175063.17
E7EUI8_HUMAN	ENSG00000160211.20
FOSB_HUMAN	ENSG00000125740.15
TSC2_HUMAN	ENSG00000103197.20
THIOM_HUMAN	ENSG00000100348.10
AT1B3_HUMAN	ENSG00000069849.11
ZGPAT_HUMAN	ENSG00000197114.12
RT18A_HUMAN	ENSG00000096080.12
CACO1_HUMAN	ENSG00000012822.16
A0A5F9ZHJ0_HUMAN	ENSG00000075239.14
COIL_HUMAN	ENSG00000121058.5
ITB5_HUMAN	ENSG00000082781.12
WDR13_HUMAN	ENSG00000101940.18
MTNB_HUMAN	ENSG00000149089.13
MICA1_HUMAN	ENSG00000135596.18
POGZ_HUMAN	ENSG00000143442.24
PGAM1_HUMAN	ENSG00000171314.9
A0A5F9ZH13_HUMAN	ENSG00000118096.10
MTMR6_HUMAN	ENSG00000139505.13
A0A0G2JJD3_HUMAN	ENSG00000231488.9
A0A0G2JJD3_HUMAN	ENSG00000224552.9
A0A0G2JJD3_HUMAN	ENSG00000230475.9
A0A0G2JJD3_HUMAN	ENSG00000235676.9
A0A0G2JJD3_HUMAN	ENSG00000236063.9
PTCD3_HUMAN	ENSG00000132300.19
STOM_HUMAN	ENSG00000148175.13
TP8L3_HUMAN	ENSG00000183578.8
SAE1_HUMAN	ENSG00000142230.13
INT7_HUMAN	ENSG00000143493.13
C9JW19_HUMAN	ENSG00000135926.15
AN32E_HUMAN	ENSG00000143401.15
BRAP_HUMAN	ENSG00000089234.16
SAP3_HUMAN	ENSG00000196743.9
HORN_HUMAN	ENSG00000197915.7
PRP31_HUMAN	ENSG00000105618.14
PRP31_HUMAN	ENSG00000277154.4
PRP31_HUMAN	ENSG00000275885.4
PRP31_HUMAN	ENSG00000276421.4
PRP31_HUMAN	ENSG00000274651.4
PRP31_HUMAN	ENSG00000274894.4
PRP31_HUMAN	ENSG00000275117.4
PRP31_HUMAN	ENSG00000274144.4
PRP31_HUMAN	ENSG00000277707.4
PRP31_HUMAN	ENSG00000277953.4
IFT27_HUMAN	ENSG00000100360.15
RD23A_HUMAN	ENSG00000179262.10
UBA5_HUMAN	ENSG00000081307.15
H7C1I0_HUMAN	ENSG00000127526.15
AATM_HUMAN	ENSG00000125166.13
TPC2L_HUMAN	ENSG00000167515.11
COPZ2_HUMAN	ENSG00000005243.10
DNJC8_HUMAN	ENSG00000126698.11
C9JNW5_HUMAN	ENSG00000114391.14
PGK2_HUMAN	ENSG00000170950.6
UTRN_HUMAN	ENSG00000152818.20
ITA2_HUMAN	ENSG00000164171.11
ADPGK_HUMAN	ENSG00000159322.18
NNMT_HUMAN	ENSG00000166741.9
TM87B_HUMAN	ENSG00000153214.11
DPOD3_HUMAN	ENSG00000077514.9
RBBP7_HUMAN	ENSG00000102054.18
EPN1_HUMAN	ENSG00000063245.15
KS6B1_HUMAN	ENSG00000108443.14
A0A804HIU9_HUMAN	ENSG00000135931.19
NTM1A_HUMAN	ENSG00000148335.15
Q5T1Z4_HUMAN	ENSG00000134644.16
TRIM4_HUMAN	ENSG00000146833.16
V9GZ41_HUMAN	ENSG00000203880.13
V9GZ41_HUMAN	ENSG00000280663.4
VTNC_HUMAN	ENSG00000109072.14
ECT2L_HUMAN	ENSG00000203734.13
AK1C2_HUMAN	ENSG00000151632.18
A0A804HIJ2_HUMAN	ENSG00000124356.17
S14L1_HUMAN	ENSG00000129657.16
GEPH_HUMAN	ENSG00000171723.16
RN214_HUMAN	ENSG00000167257.11
IF5A1_HUMAN	ENSG00000132507.18
IF5A1_HUMAN	ENSG00000288145.1
A0A7P0T9W6_HUMAN	ENSG00000111331.14
PSB4_HUMAN	ENSG00000159377.11
U3KQ93_HUMAN	ENSG00000126261.13
YTHD1_HUMAN	ENSG00000149658.18
GGCT_HUMAN	ENSG00000006625.18
BCKD_HUMAN	ENSG00000103507.14
ARC1B_HUMAN	ENSG00000130429.16
TBC24_HUMAN	ENSG00000162065.14
AAAS_HUMAN	ENSG00000094914.14
AAAS_HUMAN	ENSG00000291836.1
TYY1_HUMAN	ENSG00000100811.15
MA2B2_HUMAN	ENSG00000013288.9
BCAR1_HUMAN	ENSG00000050820.17
NR2CA_HUMAN	ENSG00000184162.15
A0A1W2PP78_HUMAN	ENSG00000266173.7
E9PFN4_HUMAN	ENSG00000033867.18
PTN1_HUMAN	ENSG00000196396.10
S35B3_HUMAN	ENSG00000124786.13
FILA_HUMAN	ENSG00000143631.11
A0A590UJQ1_HUMAN	ENSG00000078747.17
LAR1B_HUMAN	ENSG00000138709.20
A0A1X7SBR3_HUMAN	ENSG00000131095.14
DHX57_HUMAN	ENSG00000163214.21
VIME_HUMAN	ENSG00000026025.16
A0A3B3ITX4_HUMAN	ENSG00000285827.1
S38A2_HUMAN	ENSG00000134294.14
A0A2R8Y7W8_HUMAN	ENSG00000124733.5
ZC3HE_HUMAN	ENSG00000100722.20
H0YKP9_HUMAN	ENSG00000075413.19
A2A2V2_HUMAN	ENSG00000188739.15
NRP2_HUMAN	ENSG00000118257.17
J3QRD5_HUMAN	ENSG00000129255.16
PUM3_HUMAN	ENSG00000080608.10
POTEI_HUMAN	ENSG00000196834.14
MTX1_HUMAN	ENSG00000173171.15
AL1B1_HUMAN	ENSG00000137124.8
BORC5_HUMAN	ENSG00000165714.11
BORC5_HUMAN	ENSG00000280689.3
A0A2R8Y7R9_HUMAN	ENSG00000131626.19
UBS3B_HUMAN	ENSG00000154127.10
TSP4_HUMAN	ENSG00000113296.14
DOC10_HUMAN	ENSG00000135905.21
A0A087WZG4_HUMAN	ENSG00000104880
MINK1_HUMAN	ENSG00000141503.17
BID_HUMAN	ENSG00000015475.19
CNO11_HUMAN	ENSG00000158435.8
GSK3B_HUMAN	ENSG00000082701.17
UB2L6_HUMAN	ENSG00000156587.16
UBA1_HUMAN	ENSG00000130985.17
G3V5K2_HUMAN	ENSG00000166881.10
KLHL5_HUMAN	ENSG00000109790.18
TPPC9_HUMAN	ENSG00000167632.18
FKBP4_HUMAN	ENSG00000004478.8
MT1H_HUMAN	ENSG00000205358.4
A0A7I2V3V0_HUMAN	ENSG00000168610.17
CLCA_HUMAN	ENSG00000122705.18
UBE3A_HUMAN	ENSG00000114062.22
A0A0C4DGQ8_HUMAN	ENSG00000109016.18
B4DQA8_HUMAN	ENSG00000108587.16
TAOK3_HUMAN	ENSG00000135090.14
RS14_HUMAN	ENSG00000164587.13
FAS_HUMAN	ENSG00000169710.9
U3KQC1_HUMAN	ENSG00000065268.11
BNI3L_HUMAN	ENSG00000104765.16
CKLF7_HUMAN	ENSG00000153551.14
RRP15_HUMAN	ENSG00000067533.6
J3QRD1_HUMAN	ENSG00000072210.19
SEPT2_HUMAN	ENSG00000168385.18
GREM1_HUMAN	ENSG00000276886.4
GREM1_HUMAN	ENSG00000282046.3
GREM1_HUMAN	ENSG00000166923.12
MARH5_HUMAN	ENSG00000198060.10
NOP9_HUMAN	ENSG00000196943.14
NOP9_HUMAN	ENSG00000285326.3
K7EK07_HUMAN	ENSG00000132475.10
S15A4_HUMAN	ENSG00000139370.12
E9PHK0_HUMAN	ENSG00000163815.6
DCNL5_HUMAN	ENSG00000137692.12
M0R2A0_HUMAN	ENSG00000161671.17
DSG4_HUMAN	ENSG00000175065.12
HNRPQ_HUMAN	ENSG00000135316.20
J3QSS7_HUMAN	ENSG00000165898.14
TMED7_HUMAN	ENSG00000134970.14
SDHB_HUMAN	ENSG00000117118.12
GSDMD_HUMAN	ENSG00000104518.11
GSDMD_HUMAN	ENSG00000278718.3
KHDR1_HUMAN	ENSG00000121774.18
H0YGJ7_HUMAN	ENSG00000104131.13
SLTM_HUMAN	ENSG00000137776.17
THMS2_HUMAN	ENSG00000130775.16
ARAP1_HUMAN	ENSG00000186635.16
ADHX_HUMAN	ENSG00000197894.12
E9PHA2_HUMAN	ENSG00000121152.10
LACB2_HUMAN	ENSG00000147592.9
SNUT1_HUMAN	ENSG00000175467.15
CRIM1_HUMAN	ENSG00000150938.10
CPNE3_HUMAN	ENSG00000085719.13
PLXA2_HUMAN	ENSG00000076356.7
SRSF9_HUMAN	ENSG00000111786.10
E5RJZ1_HUMAN	ENSG00000115944.15
RALY_HUMAN	ENSG00000125970.12
K2C6C_HUMAN	ENSG00000170465.10
D6W5Y5_HUMAN	ENSG00000099622.14
WDFY3_HUMAN	ENSG00000163625.17
IFT43_HUMAN	ENSG00000119650.13
RCC1L_HUMAN	ENSG00000274523.5
PGTA_HUMAN	ENSG00000100949.15
PGTA_HUMAN	ENSG00000285193.1
E9PQ46_HUMAN	ENSG00000175274.19
COMP_HUMAN	ENSG00000105664.11
RBMX_HUMAN	ENSG00000147274.14
CSDE1_HUMAN	ENSG00000009307.17
CX038_HUMAN	ENSG00000185753.13
B4DQT1_HUMAN	ENSG00000090316.16
GMPR1_HUMAN	ENSG00000137198.10
BRK1_HUMAN	ENSG00000254999.4
CRBG1_HUMAN	ENSG00000112297.18
A0A087WYF8_HUMAN	ENSG00000154553.17
B4DGM3_HUMAN	ENSG00000073584.20
CC134_HUMAN	ENSG00000100147.14
A0A7P0T897_HUMAN	ENSG00000147852.17
CSK2B_HUMAN	ENSG00000204435.15
CSK2B_HUMAN	ENSG00000206406.9
CSK2B_HUMAN	ENSG00000224774.7
CSK2B_HUMAN	ENSG00000228875.8
CSK2B_HUMAN	ENSG00000224398.7
CSK2B_HUMAN	ENSG00000230700.11
CSK2B_HUMAN	ENSG00000232960.12
PQBP1_HUMAN	ENSG00000102103.18
PQBP1_HUMAN	ENSG00000292208.1
A0A2R8YGP2_HUMAN	ENSG00000136104.22
B1AHD1_HUMAN	ENSG00000100138.15
XRP2_HUMAN	ENSG00000102218.6
H12_HUMAN	ENSG00000187837.4
GABPA_HUMAN	ENSG00000154727.11
TTC4_HUMAN	ENSG00000243725.7
CDK18_HUMAN	ENSG00000117266.16
X1WI28_HUMAN	ENSG00000147403.18
H0YNP1_HUMAN	ENSG00000138604.10
HTR5B_HUMAN	ENSG00000008869.12
Z3H7A_HUMAN	ENSG00000122299.12
NDUB3_HUMAN	ENSG00000119013.10
TM165_HUMAN	ENSG00000134851.13
MTMRD_HUMAN	ENSG00000133812.18
